取得日時,取得URL,名称,住所,TEL,設立,資本金,年商,部署,従業員,事業
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/clkonlinesys,株式会社デザイングロウ,熊本県熊本市西区花園6-13-2 GLAD花園SIX103,,2015年8月24日,300万円,,,,大型ＬＥＤビジョン運営のトータルサポート／映像制作／デジタルサイネージ販売・運用／プロジェクター放映システム販売・運用／ＶＲ・ＡＲ制作／プロジェクションマッピング制作
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/bbyokadori,株式会社Be BLOOM,福岡県福岡市中央区舞鶴1-4-31 舞鶴コーポラス2F,,2013年9月,,,,,外食事業（ダイニング、居酒屋）
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/carbusiness,株式会社日本オートプラザ,大阪市淀川区西中島6-2-3 チサン第7新大阪8F,,2001年3月1日,1000万円,,カービジネス事業部,,無在庫型中古車売買システムの提供 Direct Car Market & Direct Car Auction
2025/11/05 11:37:41,https://bahn-rep.com/dairiten-bosyu/nlnfooddelivery,株式会社NLNジャパン（NLNグループ）,東京都新宿区西新宿2丁目7-1 小田急第一生命ビル8F,,2003年10月1日,"3億3,790万円（グループ資本金）",,,807名（グループ全体）2020年9月30日時点,決済サービスの販売 WEB広告サービスの販売 オフィス業務効率化サービスの販売 地盤ネット事業 インターネットメディカルモール「メディモ」運営 国際事業 法人ソリューション事業
2025/11/05 11:37:41,https://bahn-rep.com/muryoukeisaiandend/kitchencarbiz,株式会社アニマート,栃木県宇都宮市御幸ヶ原町136-44,,2008年6月26日,,,,,移動販売事業 移動販売コンサルティング事業 フードイベント事業 飲食店事業 その他上記に関する付帯事業
2025/11/05 11:37:42,https://bahn-rep.com/dairiten-bosyu/webrootstock,ウェブルート株式会社,東京都千代田区丸の内1-8-3 丸の内トラストタワー本館18階,,2005年7月,,,,,セキュリティサービスの提供 セキュリティソフトウェアの企画・開発 ソフトウェアの販売・オンラインストアの運営 ソフトウェアライセンスのオンライン提供
2025/11/05 11:37:42,https://bahn-rep.com/dairiten-bosyu/zisoshiki,株式会社ウェイビー,東京都渋谷区渋谷3丁目5-16 渋谷三丁目スクエアビル2F,,2010年8月,"6,100万円（資本準備金を含む）",,,,各種クラウドサービスの運営
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/wgwimax5g,株式会社ワイヤレスゲート,東京都品川区東品川2-2-20 天王洲オーシャンスクエア5F,,2004年1月26日,"908,009千円","11,329百万円",営業本部 営業部 アウトサイドセールス,,ワイヤレスゲートWiFi事業 リモートライフサポート事業 地方DXプラットフォーム事業
2025/11/05 11:37:42,https://bahn-rep.com/dairiten-bosyu/kireiyu,株式会社アロン,大阪府大阪市中央区南船場1-7-8 その他全国に営業拠点,,2012年9月,,,,,ハウスクリーニング事業
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/sbagent,株式会社エージェント,東京都渋谷区宇田川町33-7 アイ・アンド・イー渋谷ビル4F,,2004年4月16日,"5,000万円",,,,総合人材サービス事業
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/marketingmarket,株式会社インターロジック,広島県広島市西区横川町2-9-1 マツモトビル2F,,1995年6月,"2,000万円",,,,インターネットマーケティング事業 IMA検定（ネットマーケター育成・認定制度）の企画・運営 クラウドマネージメント協会（印刷・広告業向けコンサルティング事業）の運営 ウェブサイト・ウェブシステム・印刷物の企画・制作 職業紹介事業（34-ユ-300013）
2025/11/05 11:37:42,https://bahn-rep.com/dairiten-bosyu/zeroichicloud,株式会社ウェイビー,東京都渋谷区渋谷3丁目5-16 渋谷三丁目スクエアビル2F,,2010年8月,"6,100万円（資本準備金を含む）",,,,各種クラウドサービスの運営
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/hairstudy,株式会社popteam,東京都港区虎ノ門三丁目8番21号,,2019年2月,"366,926,000円（グループ資本金）",,,,ソーシャルマーケティング事業 動画アプリ開発 ウェブ制作及びマーケティング事業
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/aupay2mcc,株式会社メディアクリエイトソリューションズ,東京都千代田区飯田橋4‒7‒1 ロックビレイビル2F,,2009年3月,"4,600万円",70億5千万円（2019年3月期グループ売上合算）,,120名（グループ連結）,通信関連事業 スマートフォンアプリ開発事業 受託開発・運営事業 システム開発事業
2025/11/05 11:37:42,https://bahn-rep.com/dairiten-bosyu/sonynetwork,ソニーネットワークコミュニケーションズ株式会社,東京都品川区東品川4-12-3 品川シーサイドTSタワー,,1995年11月1日,79億69百万円,,NURO事業部チャネル開発部,"1,823名（2022年3月31日現在連結）",ISPおよび光回線事業 モバイル事業 IoT事業 クラウド＆アプリ 法人向けサービス
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/gaichukujo,株式会社ナック,東京都新宿区西新宿1-25-1 新宿センタービル42階,,1971年5月20日,"67億2,949万3,750円",555億円（2021年3月期連結）,,"連結1,649名（パート・アルバイト除く）",クリクラ事業 レンタル事業 建築コンサルティング事業 住宅事業 美容健康事業
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/backofficebiz2,株式会社リードアライアンス,大阪府大阪市北区堂島2-3-2 堂北ビル303,,2010年11月24日,"1,000万円",,ITソリューション事業本部 クオリティサポート事業部,,WEB制作 クオリティサポート システム開発 EC事業
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/digipanda,株式会社popteam,東京都港区虎ノ門三丁目8番21号,,2019年2月,"366,926,000円（グループ資本金）",,,,ソーシャルマーケティング事業 動画アプリ開発 ウェブ制作及びマーケティング事業
2025/11/05 11:37:42,https://bahn-rep.com/dairiten-bosyu/mdkacplus,株式会社エーシープラス,愛知県名古屋市天白区植田南2丁目111 HP植田南ビル2F,,2021年7月26日,,,パートナー事業部,,消臭除菌システムの販売 ・家庭用AC plus ・業務用AC plus PRO ・くるまのAC plus ・AC plus FAN
2025/11/05 11:37:42,https://bahn-rep.com/muryoukeisaiandend/syoken1,株式会社湘建,横浜市西区みなとみらい3-6-1 みなとみらいセンタービル19階,,2009年1月13日,1億円,136億（2021年）,,,不動産の売買 不動産の仲介 不動産のコンサルティング 不動産の販売代理業 不動産の賃貸管理 リフォーム事業
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/viterra,WAYK’S株式会社（ウェイクス）,愛知県名古屋市東区徳川2丁目24-3 第2山中ビル3階,,2017年1月23日,"5,600万円",,,,ファスティング事業 美容、健康食品事業
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/wrmobiledp,ウェブルート株式会社,東京都千代田区丸の内1-8-3 丸の内トラストタワー本館18階,,2005年7月,,,,,セキュリティサービスの提供 セキュリティソフトウェアの企画・開発 ソフトウェアの販売・オンラインストアの運営 ソフトウェアライセンスのオンライン提供
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/uplink,株式会社USEN （USEN-NEXT GROUP）,東京都品川区上大崎3-1-1 目黒セントラルスクエア,,2017年6月16日,"9,641万円（グループ資本金）","1,932億円（2020年8月期連結）",,"4,845名（2020年8月期連結）",IoT PLATFORM事業 音楽配信事業 エネルギー事業 保険事業 開業、増移転支援サービス 店舗運用支援サービス 店舗通販サービス
2025/11/05 11:37:43,https://bahn-rep.com/muryoukeisaiandend/wgwimax5goem,株式会社ワイヤレスゲート,東京都品川区東品川2-2-20 天王洲オーシャンスクエア5F,,2004年1月26日,"908,009千円","11,329百万円",営業本部 営業部 アウトサイドセールス,,ワイヤレスゲートWiFi事業 リモートライフサポート事業 地方DXプラットフォーム事業
2025/11/05 11:37:43,https://bahn-rep.com/shot/i-mission,総合探偵社アイミッション,大阪府大阪市天王寺区生玉前町5-31 アンビション三和ビル7F,,1996年1月1日創設,,,,,探偵・興信 大阪府公安委員会 第62181852号
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/rep-koyano-koyafuron,株式会社コヤノ,大阪府大阪市都島区東野田町1-19-7,,1967年8月（昭和42年8月）,3000万円,,,,テフロン系フッ素樹脂表面保護材「コヤフロン」の製造・発売 フッ素樹脂応用製品の製造・発売 建物内外、あらゆるものに対するコヤフロン施工、美観維持管理業 コヤフロンによる独立開業支援
2025/11/05 11:37:43,https://bahn-rep.com/shot/house-mente-yorozu,株式会社エコプラトラスト／萬工事本舗,群馬県桐生市広沢町間ノ島370-11,,1995年11月,,"5,000万円（2016年3月期）",,,リフォーム事業（住宅リフォーム） ハウスメンテナンス・クリーニング事業
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/ecoco,株式会社eBucks（イーバックス）,東京都千代田区神田鍛冶町3-7-21 天翔神田駅前ビル5階 山梨県甲府市北口1-50-4 甲府北口プラザビル908,,2018年5月,,,,,アウトソーシング事業 代理店事業 メディア事業 店舗支援事業 イベントプロモーション事業 研修講師事業
2025/11/05 11:37:43,https://bahn-rep.com/allarea/rpst-school,合同会社リぺスタ,愛知県尾張旭市東大久手町1丁目16番地13,,2015年1月,"1,000,000円",,,,住宅リペア デザインリフォーム 店舗設計、施工 ケーニッヒ社補修材販売・技術セミナー
2025/11/05 11:37:43,https://bahn-rep.com/fc/zounomimi,株式会社ZOO,東京都世田谷区用賀3-15-6 M・BOND用賀102,,2007年3月1日,600万円,,,,FC本部運営 店舗経営 移動販売車営業等 象の耳（特許申請中、商標取得済）
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/ecogeo-onabegumi,株式会社尾鍋組,三重県松阪市飯高町宮前321-4,,1984年6月1日,"3,500万円","509,087千円",,,エコジオ工法事業・土木工事業
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/usenueyes,株式会社USEN （USEN-NEXT GROUP）,東京都品川区上大崎3-1-1 目黒セントラルスクエア,,2017年6月16日,"9,641万円（グループ資本金）","1,932億円（2020年8月期連結）",,"4,845名（2020年8月期連結）",IoT PLATFORM事業 音楽配信事業 エネルギー事業 保険事業 開業、増移転支援サービス 店舗運用支援サービス 店舗通販サービス
2025/11/05 11:37:43,https://bahn-rep.com/shot/mana-joseikin,株式会社MANA,群馬県高崎市緑町1-2-11 ShainMC1F,,2014年,"3,580,000円",,,,資金調達及び資金運用に関するコンサルティング 各種建築物の建設計画・企画・管理及び施工 経営コンサルティング 一般労働者派遣事業 教育事業に関する企画・調査・運営及び受託 日用品雑貨の販売及び輸出入 損害保険代理業（東京海上日動火災保険） 中古車販売業 レンタカー事業
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/netshop-ccr,株式会社CCR,大阪府堺市東区日置荘西町4-36-11 2F,,,1000万円,,,,インターネットショップ運営
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/enet-denryoku,株式会社イーネットワークシステムズ,東京都新宿区西新宿8-14-24 西新宿KFビル2F,,2015年4月2日,500万円,,営業部,,電力小売事業（登録番号：A0067） 電力小売におけるビジネスコンサルティング 電力小売に関するシステム企画・設計・開発、ASPサービス
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/radiantheater,ジーマックス株式会社,福岡県福岡市博多区半道橋1-17-24,,2013年10月30日,"1,300万円",,営業推進本部,,調理家電、及び調理器具の開発と販売 健康100年クラブ事業（健康食品、自然食品、無農薬野菜、お米などの販売） モバイル通信事業 講師育成料理教室、その他各種料理教室の企画と運営 オンプレミス及びクラウド型eコマースの開発と運営
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/gmkousogenmai,ジーマックス株式会社,福岡県福岡市博多区半道橋1-17-24,,2013年10月30日,"1,300万円",,営業推進本部,,調理家電、及び調理器具の開発と販売 健康100年クラブ事業（健康食品、自然食品、無農薬野菜、お米などの販売） モバイル通信事業 講師育成料理教室、その他各種料理教室の企画と運営 オンプレミス及びクラウド型eコマースの開発と運営
2025/11/05 11:37:43,https://bahn-rep.com/dairiten-bosyu/cerapot,ジーマックス株式会社,福岡県福岡市博多区半道橋1-17-24,,2013年10月30日,"1,300万円",,営業推進本部,,調理家電、及び調理器具の開発と販売 健康100年クラブ事業（健康食品、自然食品、無農薬野菜、お米などの販売） モバイル通信事業 講師育成料理教室、その他各種料理教室の企画と運営 オンプレミス及びクラウド型eコマースの開発と運営
2025/11/05 11:37:44,https://bahn-rep.com/shot/soai,タメニー株式会社,東京都品川区大崎1-20-3 イマス大崎ビル3階,,2006年9月15日,44百万円（2022年4月30日現在）,,婚活事業本部 C-ship推進部,444名（2022年4月1日現在）,結婚相談所の運営（パートナーエージェント） 婚活イベント運営（OTOCON、パートナーエージェントParty） 会員相互紹介プラットフォーム（CONNECT-ship） 結婚相談所連盟（婚活アライアンスパートナーズ） 地方自治体婚活支援（Parms） ウェディング（スマ婚、2次会くん、エモパ！、studio LUMINOUS） ブライダルジュエリー（LUMINOUS Les Bijoux） 保険代理店（Tameny×保険クリニック） イベント支援（イベモン）
2025/11/05 11:37:44,https://bahn-rep.com/muryoukeisaiandend/norox,株式会社オーシャン（モバイルコムグループ）,東京都千代田区神田駿河台4-4-1 PMO御茶ノ水 愛媛工場：愛媛県松山市中西外1035-1,,2017年2月,"1,000万円",,法人営業部,459名（2022年4月グループ連結）,弱酸性次亜塩素酸水ノロックスの製造・販売
2025/11/05 11:37:44,https://bahn-rep.com/dairiten-bosyu/usenhikariplus,株式会社USEN （USEN-NEXT GROUP）,東京都品川区上大崎3-1-1 目黒セントラルスクエア,,2017年6月16日,"9,641万円（グループ資本金）","1,932億円（2020年8月期連結）",,"4,845名（2020年8月期連結）",IoT PLATFORM事業 音楽配信事業 エネルギー事業 保険事業 開業、増移転支援サービス 店舗運用支援サービス 店舗通販サービス
2025/11/05 11:37:44,https://bahn-rep.com/muryoukeisaiandend/morudake,株式会社和味大輔,東京都港区白金2-6-14,,2010年創業,"1,650万円",,,,飲食業の経営 デリバリー事業の経営 モルダケの提供
2025/11/05 11:37:44,https://bahn-rep.com/dairiten-bosyu/apacplus,株式会社エーシープラス,愛知県名古屋市天白区植田南2丁目111 HP植田南ビル2F,,,,,,,消臭除菌システムの販売
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/stektbouhancameraset,株式会社S-TEKT（エステクト）,東京都江東区佐賀1-9-11 YSビル5F,,1993年6月,"3,000万円",,,,入退室セキュリティ、防犯カメラ 電気工事、LED照明工事、ネットワーク工事 映像音響設備の設計、施工、販売、メンテナンス 取扱メーカー： アイホン、アイディー・ケー、オーエス、オムロン、河村電器産業、キーエンス、シャープ、JVCKENWOOD、竹中エンジニアリング、TOA、東芝、日東工業、ネグロス電工、パナソニック、パンドウイット、マサル工業、三菱電機、美和ロック、Honeywell、SALTO、ZI-IKON、NSS、他
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/pr-kaming,合同会社KAMING,東京都渋谷区代々木1-21-16 アジリア代々木J’s,,2014年4月,,,,,VR事業 SES事業
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/belife,株式会社絆ジャパン,東京都新宿区西新宿1-25-1 新宿センタービル37F,,2021年4月,1億円,,Beauty Aqua事業部,,建設業界に対する成長戦略の支援事業 定期借地権付き分譲戸建販売事業 ナノバブル「Beauty Aqua」販売事業 コインランドリー「ピエロ」のFC展開事業 完全無農薬有機農法によるバナナ栽培事業
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/webroot,ウェブルート株式会社,東京都千代田区丸の内1-8-3 丸の内トラストタワー本館18階,,2005年7月,,,,,セキュリティサービスの提供 セキュリティソフトウェアの企画・開発 ソフトウェアの販売・オンラインストアの運営 ソフトウェアライセンスのオンライン提供
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/sapore-oto,株式会社OTO,宮城県仙台市若林区五橋3-3-1-15F,,2011年,900万円,,,,
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/stektsimcamera,株式会社S-TEKT（エステクト）,東京都江東区佐賀1-9-11 YSビル5F,,1993年6月,"3,000万円",,,,入退室セキュリティ、防犯カメラ 電気工事、LED照明工事、ネットワーク工事 映像音響設備の設計、施工、販売、メンテナンス 取扱メーカー： アイホン、アイディー・ケー、オーエス、オムロン、河村電器産業、キーエンス、シャープ、JVCKENWOOD、竹中エンジニアリング、TOA、東芝、日東工業、ネグロス電工、パナソニック、パンドウイット、マサル工業、三菱電機、美和ロック、Honeywell、SALTO、ZI-IKON、NSS、他
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/career-climber-kaming,株式会社KAMING,東京都渋谷区代々木1-21-16 アジリア代々木J’s,,2014年4月,,,,,SES事業
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/stekt360camera,株式会社S-TEKT（エステクト）,東京都江東区佐賀1-9-11 YSビル5F,,1993年6月,"3,000万円",,,,入退室セキュリティ、防犯カメラ 電気工事、LED照明工事、ネットワーク工事 映像音響設備の設計、施工、販売、メンテナンス 取扱メーカー： アイホン、アイディー・ケー、オーエス、オムロン、河村電器産業、キーエンス、シャープ、JVCKENWOOD、竹中エンジニアリング、TOA、東芝、日東工業、ネグロス電工、パナソニック、パンドウイット、マサル工業、三菱電機、美和ロック、Honeywell、SALTO、ZI-IKON、NSS、他
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/catvsango,SANGO株式会社,東京都渋谷区恵比寿西1丁目10番10号 若葉西ビル4階,,2007年9月2日,1000万円,,,145名（2020年11月現在）,営業代行・テレマーケティング事業 人材育成・派遣・紹介事業 法人様向けソリューション事業 WEB製作及びWEBマーケティング事業
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/meetin,SANGO株式会社,東京都渋谷区恵比寿西1丁目10番10号 若葉西ビル4階,,2007年9月2日,1000万円,,,145名（2020年11月現在）,営業代行・テレマーケティング事業 人材育成・派遣・紹介事業 法人様向けソリューション事業 WEB製作及びWEBマーケティング事業
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/ogtepco,株式会社オフィスグローヴ,東京都千代田区一ツ橋2-4-4 岩波書店一ツ橋別館5F,,2001年12月,"5,550万円",,,,一般派遣業 有料職業紹介業 インターネット関連企業・及び通信・ 映像サービス企業への支援業務 各種営業職に対する研修及び支援業務 アンテナ取付業務・家電販売
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/tpcamerasyokaitt,株式会社S-TEKT（エステクト）,東京都江東区佐賀1-9-11 YSビル5F,,1993年6月,"3,000万円",,,,入退室セキュリティ、防犯カメラ 電気工事、LED照明工事、ネットワーク工事 映像音響設備の設計、施工、販売、メンテナンス 取扱メーカー： アイホン、アイディー・ケー、オーエス、オムロン、河村電器産業、キーエンス、シャープ、JVCKENWOOD、竹中エンジニアリング、TOA、東芝、日東工業、ネグロス電工、パナソニック、パンドウイット、マサル工業、三菱電機、美和ロック、Honeywell、SALTO、ZI-IKON、NSS、他
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/mplus,SANGO株式会社,東京都渋谷区恵比寿西1丁目10番10号 若葉西ビル4階,,2007年9月2日,1000万円,,,145名（2020年11月現在）,営業代行・テレマーケティング事業 人材育成・派遣・紹介事業 法人様向けソリューション事業 WEB製作及びWEBマーケティング事業
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/ndstbsimml,株式会社エヌディエステレコム,福岡市中央区天神3-10-20 KG天神ビル東6F,,1997年8月14日,"1,000万円",,パートナー事業部,,MVNO事業 通信事業 電話工事業 クラウド事業
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/monolisixmeo,MONOLISIX株式会社,愛知県名古屋市中区錦2-9-20 トラスト伏⾒駅前ビル1F,,2010年4月6日,,,MEO事業部,,MEO対策 SEO対策 動画マーケティング WEBマーケティング SNSマーケティング インフルエンサーマーケティング システム開発 WEB制作等
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/nichigaswako,日本瓦斯株式会社,東京都渋谷区代々木4-31-8,,1955年7月29日,70億7千万円,"1,625億5,200万円（2022年3月期）",関東中央支店,"1,775名（連結）※2022年4月1日時点",ガス事業（LPガス、都市ガス）、一般高圧ガスの販売、ガス機器・空調機器の販売、リフォーム事業、総合設備工事、ソフトウェア販売
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/rep-kasaihoken-reform,一般社団法人日本健康住宅機構,東京都新宿区西新宿3丁目17番7号 西新宿トークビル10階,,2011年6月,,,,,火災保険（地震保険）申請のサポート
2025/11/05 11:37:45,https://bahn-rep.com/dairiten-bosyu/atimesdomo,株式会社アルバイトタイムス,東京都中央区京橋2-6-13 京橋ヨツギビル5F,,1973年10月29日,"4億5,599万円",,,184名（2021年2月）連結,無料求人情報誌DOMO（ドーモ）の編集発行 求人情報サイトDOMO NET（ドーモネット）の運営 求人情報サイトJOB（ジョブ）の運営 採用管理システム（ATS）ワガシャdeDOMOの運営
2025/11/05 11:37:45,https://bahn-rep.com/muryoukeisaiandend/hatsumousalon-headsapport,合同会社ICパートナーズジャパン,静岡県焼津市東小川2-17-1,,,,,ヘッドサポート本部,,ヘッドサポート本部、運営管理、店舗経営 発毛事業
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/rep-mist-fc,質屋のミスト,京都府京都市北区紫竹東高縄町39-4 MS北山ビル1F,,2005年5月,1000万円,,,5名,質屋業
2025/11/05 11:37:46,https://bahn-rep.com/fc/melonpan-arteria,有限会社アルテリア,東京都八王子市中町3-8-204,,2004年3月,"1,000万円",,,12名,フランチャイズ本部事業 パン・菓子類の製造販売事業 加盟店の募集、運営事業 店舗開拓事業 移動販売事業
2025/11/05 11:37:46,https://bahn-rep.com/dairiten-bosyu/kenkoukeiei,株式会社Secured,東京都豊島区駒込2-4-9,,2020年6月,,,,,事業者向け保証サービス ファクタリングサービス販売 システム受託開発 SES、人材紹介事業、アドバイザリー事業 アライアンス提携支援業務
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/relaxation-senior-softcare,セントラルソフトケア株式会社,神奈川県横浜市青葉区荏田町430番地11 大仲ビル3階,,2009年5月27日,,1億円,RT事業部,30名,RT事業 在宅介護事業 介護フランチャイズ事業 コンサルティング事業
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/houmonkaigo-softcare,セントラルソフトケア株式会社,神奈川県横浜市青葉区荏田町430番地11 大仲ビル3階,,2009年5月27日,,1億円,介護事業部,30名,RT事業 在宅介護事業 介護フランチャイズ事業 コンサルティング事業
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/promost,株式会社プロモスト,東京都中央区銀座3-13-19 東銀座313ビル6F,,2016年9月7日,"5,000万円",,,,マンションデジタルサイネージ広告 マンションコミュニティアプリ インターネット集客サービス
2025/11/05 11:37:46,https://bahn-rep.com/interview/pr-designglow,株式会社デザイングロウ,熊本県熊本市西区花園6-13-2 GLAD花園SIX103,,2015年8月24日,300万円,,,,動画広告 デジタルサイネージ販売・運用 プロジェクター放映システム販売・運用
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/pr-medicagroup,株式会社メディカグループ,愛媛県松山市余戸東4丁目9-16,,2006年3月,900万円,,,,WEBメディア事業 ・メディカサイト ・e-ショートステイ.com ・e-デイサービス.com ・メディカコミュニティ ・母子箱（もこぼっくす） ・HOUSEリサーチ
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/tenshock-sendenkan,株式会社宣伝館,大阪府東大阪市高井田中4-1-19 宣伝館ビル,,2003年11月,1000万円,35億2千万円（平成25年度）,,,総合広告代理業 印刷物全般デザイン制作、企画、印刷、新聞折込手配 ぱど折込手配、ポスティング手配、DM発送手配 投票館・天SHOCK！の運営、広告企画全般
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/shuuumatuworker,株式会社シューマツワーカー,東京都渋谷区神泉町10-10 アシジ神泉ビル8階,,2016年9月12日,"5億7,232万円（資本準備金含む）",,,,シューマツワーカー フリーランスデイズ 副業社員ジャーナル
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/local-seo-tg,株式会社通信技研,山形県米沢市大字川井2995-40 宮城県仙台市泉区長命ヶ丘3-27-3 オメガコートビル2F,,2008年4月,,,,,IT・WEBコンサルティング事業 ネット販売コンサルティング事業
2025/11/05 11:37:46,https://bahn-rep.com/interview/mdash-kaigyostory,株式会社エム’ダッシュ,愛知県名古屋市中川区太平通7-24,,2013年3月,,1億4800万円（2016年2月期）,,,軽貨物（軽トラック）運送事業 自動車販売・修理・リース
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/house-research-medica,株式会社メディカグループ,愛媛県松山市余戸東4丁目9-16,,2006年3月,900万円,,,,WEBメディア事業 ・メディカサイト ・e-ショートステイ.com ・e-デイサービス.com ・メディカコミュニティ ・母子箱（もこぼっくす） ・HOUSEリサーチ
2025/11/05 11:37:46,https://bahn-rep.com/muryoukeisaiandend/ricoh-theta,LIFE STYLE株式会社,東京都港区南青山6-7-14 チガー南青山,,2014年3月10日,,,,,・VRクリエイターツール Flic360Makeの提供 ・Googleストリートビュー事業 ・高画質360°VR・3DVRコンテンツ撮影制作受託事業 ・VRクリエーター教育事業 ・VR関連アプリケーションの開発事業
2025/11/05 11:37:47,https://bahn-rep.com/fc/gyouzafc,株式会社店舗総合研究所（運営本部：株式会社食の絆計画）,東京都豊島区東池袋4-25-12 池袋今泉ビル8階,,2005年9月30日,"5,000万円（グループ連結資本金1億円）",,,,飲食店本部運営 ライセンス本部運営 出店戦略 立地戦略 立地診断基準策定
2025/11/05 11:37:47,https://bahn-rep.com/muryoukeisaiandend/cl-merpay,クリアライフ株式会社,福岡県福岡市博多区博多駅南3丁目2番3号 IBBフェリクス博多7F,,2013年4月,,,,,WEBマーケティング事業、コンシューマー事業
2025/11/05 11:37:47,https://bahn-rep.com/muryoukeisaiandend/buono,BUONO株式会社,東京都渋谷区渋谷3-27-11 祐真ビル本館7階,,2012年3月14日,"9,000万円",,,,コンサルティング事業 業務管理システム開発事業 ウォーターサーバー事業 プリンターレンタル事業
2025/11/05 11:37:47,https://bahn-rep.com/fc/amadoi,日本住宅診断株式会社（あまどい屋）,東京都八王子市大和田町4-5-4,,,"1,000万円",,,10名,雨樋修理・交換・工事業 建築
2025/11/05 11:37:47,https://bahn-rep.com/muryoukeisaiandend/mot,株式会社バルテックジャパン（オフィス24グループ）,東京都新宿区西新宿六丁目22番1号 新宿スクエアタワー3階,,2019年7月,グループ資本金 4億2542万5千円,,,グループ社員数 484名（連結・正社員 平成30年2月末現在）,通信機器・事務用機器・コンピューター及び周辺機器の製造、販売、レンタル、設置工事、保守管理 ウェブサーバその他の電気通信設備及びソフトウェア事業 ICT機器の販売
2025/11/05 11:37:47,https://bahn-rep.com/muryoukeisaiandend/bpt,株式会社BPトランスポート,埼玉県越谷市南越谷1-12-9 風月ビル3階,,2014年2月,"1,000万円",,,,軽貨物運送事業・人材派遣業・人材紹介・請負業務
2025/11/05 11:37:47,https://bahn-rep.com/muryoukeisaiandend/interview-maker,株式会社スタジアム,東京都港区赤坂3-4-3 赤坂マカベビル6F,,2012年8月,"1,402,320,000円 （準備金含む）",,,192名（2020年3月現在）,営業代行 ビジネスプロセスアウトソーシング Webサービス・アプリ・システムの企画・開発・販売の事業企画・運営 オンライン面接アプリの運営外国人留学生求人・求職者情報の提供・マッチングサービス
2025/11/05 11:37:47,https://bahn-rep.com/dairiten-bosyu/urofm,株式会社ユーロフ,東京都豊島区南池袋3-15-11 ナイスフォーラム南池袋3階,,2015年6月1日,"1,000万円",,,20名,メディア運営 経済・金融における講習会 Webコンテンツ・管理システム等の受託開発
